0,22,913,162,11,27,1,0,1
0,21,0,242,21,47,1,0,1
0,20,396,201,19,70,1,0,1
0,19,466,236,20,72,1,0,1
0,18,29,182,73,30,1,1,1
0,17,581,264,27,44,1,0,1
0,16,563,284,32,76,1,0,1
0,15,402,157,38,25,1,1,1
0,14,436,218,23,68,1,0,1
0,13,367,196,23,63,1,0,1
0,12,480,240,30,68,1,0,1
0,11,268,200,23,68,1,0,1
0,10,583,290,43,80,1,0,1
0,9,452,155,54,31,1,1,1
0,8,333,429,57,110,1,0,1
0,7,464,307,39,140,1,0,1
0,6,245,270,45,119,1,0,1
0,5,507,172,80,45,1,1,1
0,4,337,265,51,137,1,0,1
0,3,382,282,66,128,1,0,1
0,2,492,303,50,149,1,0,1
0,1,610,181,84,44,1,1,1
1,20,396,200,19,71,1,0,1
1,19,466,236,19,72,1,0,1
1,16,562,284,30,75,1,0,1
1,15,405,157,36,22,1,1,1
1,14,436,218,24,68,1,0,1
1,13,367,196,24,63,1,0,1
1,12,480,240,30,68,1,0,1
1,11,267,200,24,68,1,0,1
1,10,582,290,44,80,1,0,1
1,9,452,155,56,32,1,1,1
1,8,337,430,54,109,1,0,1
1,7,464,307,39,140,1,0,1
1,6,245,270,44,119,1,0,1
1,5,508,172,81,45,1,1,1
1,4,337,264,51,138,1,0,1
1,3,382,282,66,123,1,0,1
1,2,492,303,50,149,1,0,1
1,1,612,181,82,45,1,1,1
2,20,396,201,20,70,1,0,1
2,16,563,284,30,75,1,0,1
2,15,405,157,37,24,1,1,1
2,14,436,217,24,69,1,0,1
2,13,367,196,24,63,1,0,1
2,12,481,240,29,68,1,0,1
2,11,267,200,24,68,1,0,1
2,10,582,290,45,80,1,0,1
2,9,453,155,56,32,1,1,1
2,8,339,431,54,107,1,0,1
2,7,464,308,38,138,1,0,1
2,6,245,270,45,118,1,0,1
2,5,509,172,81,46,1,1,1
2,4,337,264,50,138,1,0,1
2,3,382,280,67,122,1,0,1
2,2,492,303,50,149,1,0,1
2,1,613,182,78,44,1,1,1
3,20,396,201,20,70,1,0,1
3,16,563,284,33,76,1,0,1
3,15,405,157,37,31,1,1,1
3,14,436,217,24,69,1,0,1
3,13,367,196,24,63,1,0,1
3,12,481,240,29,68,1,0,1
3,11,267,200,24,67,1,0,1
3,10,583,290,44,80,1,0,1
3,9,453,155,56,33,1,1,1
3,8,340,431,55,107,1,0,1
3,7,464,308,38,138,1,0,1
3,6,245,270,45,119,1,0,1
3,5,511,173,81,45,1,1,1
3,4,337,264,49,138,1,0,1
3,3,380,279,62,120,1,0,1
3,2,492,303,50,149,1,0,1
3,1,614,182,76,44,1,1,1
4,16,563,285,34,75,1,0,1
4,15,403,157,41,29,1,1,1
4,14,436,217,24,69,1,0,1
4,13,367,196,24,63,1,0,1
4,12,480,240,31,68,1,0,1
4,11,267,200,25,67,1,0,1
4,10,582,289,45,82,1,0,1
4,9,454,155,55,33,1,1,1
4,8,341,432,55,106,1,0,1
4,7,464,307,39,139,1,0,1
4,6,245,270,45,119,1,0,1
4,5,511,173,83,45,1,1,1
4,4,337,264,49,137,1,0,1
4,3,380,279,59,119,1,0,1
4,2,492,303,50,149,1,0,1
4,1,616,182,73,45,1,1,1
5,16,563,285,36,76,1,0,1
5,15,407,158,40,26,1,1,1
5,14,436,217,24,69,1,0,1
5,13,368,196,23,63,1,0,1
5,12,480,240,30,68,1,0,1
5,11,266,200,27,68,1,0,1
5,10,583,288,44,83,1,0,1
5,9,454,155,56,34,1,1,1
5,8,347,432,53,107,1,0,1
5,7,464,307,39,139,1,0,1
5,6,245,270,45,119,1,0,1
5,5,513,173,84,46,1,1,1
5,4,338,263,48,138,1,0,1
5,3,384,277,54,122,1,0,1
5,2,492,303,50,149,1,0,1
5,1,618,182,66,45,1,1,1
6,16,563,285,35,76,1,0,1
6,15,407,158,42,27,1,1,1
6,14,436,217,24,69,1,0,1
6,13,368,196,23,63,1,0,1
6,12,480,240,30,68,1,0,1
6,11,266,200,26,67,1,0,1
6,10,583,289,44,82,1,0,1
6,9,454,155,57,34,1,1,1
6,8,351,433,51,105,1,0,1
6,7,464,307,39,140,1,0,1
6,6,245,270,45,119,1,0,1
6,5,514,173,85,46,1,1,1
6,4,338,263,48,138,1,0,1
6,3,383,277,56,121,1,0,1
6,2,492,303,50,149,1,0,1
6,1,619,183,63,40,1,1,1
7,20,396,202,20,68,1,0,1
7,16,563,284,34,77,1,0,1
7,15,406,158,44,28,1,1,1
7,14,437,217,23,69,1,0,1
7,13,368,196,23,63,1,0,1
7,12,480,240,30,68,1,0,1
7,11,266,200,27,67,1,0,1
7,10,583,290,45,80,1,0,1
7,9,454,155,56,34,1,1,1
7,8,351,433,53,105,1,0,1
7,7,464,307,40,139,1,0,1
7,6,245,270,45,119,1,0,1
7,5,516,173,84,47,1,1,1
7,4,338,262,48,138,1,0,1
7,3,383,278,56,120,1,0,1
7,2,492,303,51,149,1,0,1
7,1,621,183,59,38,1,1,1
8,20,396,201,20,69,1,0,1
8,16,563,285,32,76,1,0,1
8,15,407,158,44,28,1,1,1
8,14,437,217,23,69,1,0,1
8,13,368,197,23,62,1,0,1
8,12,480,240,30,69,1,0,1
8,11,266,200,27,67,1,0,1
8,10,584,289,43,81,1,0,1
8,9,455,155,55,33,1,1,1
8,8,345,433,63,106,1,0,1
8,7,464,307,40,139,1,0,1
8,6,245,270,45,119,1,0,1
8,5,517,173,85,47,1,1,1
8,4,338,261,48,139,1,0,1
8,3,382,278,58,120,1,0,1
8,2,492,303,51,149,1,0,1
8,1,623,183,55,38,1,1,1
9,20,396,201,20,69,1,0,1
9,16,563,284,32,77,1,0,1
9,15,407,158,46,28,1,1,1
9,14,437,217,23,69,1,0,1
9,13,368,197,23,62,1,0,1
9,12,480,240,31,69,1,0,1
9,11,266,200,27,67,1,0,1
9,10,584,290,44,80,1,0,1
9,9,456,155,53,34,1,1,1
9,8,350,433,59,105,1,0,1
9,7,464,307,40,139,1,0,1
9,6,246,270,44,118,1,0,1
9,5,518,173,85,48,1,1,1
9,4,338,260,47,138,1,0,1
9,3,383,277,57,121,1,0,1
9,2,492,303,51,150,1,0,1
9,1,623,183,53,38,1,1,1
10,20,397,200,18,71,1,0,1
10,16,564,284,31,77,1,0,1
10,15,408,158,46,29,1,1,1
10,14,437,218,23,68,1,0,1
10,13,368,196,23,63,1,0,1
10,12,480,240,31,69,1,0,1
10,11,266,200,27,67,1,0,1
10,10,584,290,44,80,1,0,1
10,9,456,155,54,34,1,1,1
10,8,352,434,60,105,1,0,1
10,7,464,307,40,139,1,0,1
10,6,246,270,45,118,1,0,1
10,5,519,174,86,47,1,1,1
10,4,338,259,47,139,1,0,1
10,3,381,277,59,121,1,0,1
10,2,493,303,50,149,1,0,1
10,1,625,184,49,38,1,1,1
11,20,396,199,19,72,1,0,1
11,16,563,284,31,77,1,0,1
11,15,409,159,48,28,1,1,1
11,14,437,217,23,69,1,0,1
11,13,368,197,23,62,1,0,1
11,12,480,240,31,69,1,0,1
11,11,266,200,26,67,1,0,1
11,10,583,289,45,81,1,0,1
11,9,457,155,55,34,1,1,1
11,8,354,433,60,106,1,0,1
11,7,464,308,38,139,1,0,1
11,6,246,270,45,118,1,0,1
11,5,519,174,89,48,1,1,1
11,4,338,257,47,132,1,0,1
11,3,381,276,58,122,1,0,1
11,2,492,303,51,149,1,0,1
11,1,627,185,44,37,1,1,1
12,20,396,201,20,68,1,0,1
12,16,564,284,31,76,1,0,1
12,15,405,159,53,28,1,1,1
12,14,437,218,23,68,1,0,1
12,13,368,196,23,63,1,0,1
12,12,480,240,31,69,1,0,1
12,11,266,199,26,67,1,0,1
12,10,584,288,44,82,1,0,1
12,9,456,155,59,34,1,1,1
12,8,356,434,59,105,1,0,1
12,7,464,308,38,139,1,0,1
12,6,246,271,44,117,1,0,1
12,5,520,174,89,48,1,1,1
12,4,339,257,45,132,1,0,1
12,3,383,275,55,123,1,0,1
12,2,493,303,50,149,1,0,1
12,1,628,185,41,37,1,1,1
13,20,396,200,20,70,1,0,1
13,18,31,176,75,40,1,1,1
13,16,564,284,31,76,1,0,1
13,15,405,160,54,28,1,1,1
13,14,437,219,23,68,1,0,1
13,13,369,197,23,61,1,0,1
13,12,481,240,30,68,1,0,1
13,11,266,198,25,68,1,0,1
13,10,583,286,45,84,1,0,1
13,9,456,155,60,34,1,1,1
13,8,360,433,58,106,1,0,1
13,7,464,307,40,139,1,0,1
13,6,246,271,45,117,1,0,1
13,5,521,174,90,48,1,1,1
13,4,338,256,48,132,1,0,1
13,3,384,274,51,120,1,0,1
13,2,493,303,50,149,1,0,1
13,1,630,185,37,36,1,1,1
14,20,396,199,20,71,1,0,1
14,18,29,176,76,40,1,1,1
14,16,564,284,31,76,1,0,1
14,15,410,160,51,28,1,1,1
14,14,437,218,23,69,1,0,1
14,13,369,197,23,62,1,0,1
14,12,481,240,30,68,1,0,1
14,11,266,199,24,65,1,0,1
14,10,584,289,44,82,1,0,1
14,9,457,155,57,34,1,1,1
14,8,367,434,54,105,1,0,1
14,7,464,306,40,140,1,0,1
14,6,246,271,45,117,1,0,1
14,5,525,175,87,47,1,1,1
14,4,338,256,47,131,1,0,1
14,3,383,272,51,117,1,0,1
14,2,493,303,50,149,1,0,1
14,1,632,185,34,38,1,1,1
15,20,396,200,20,70,1,0,1
15,18,27,176,79,40,1,1,1
15,16,564,283,32,78,1,0,1
15,15,411,160,52,29,1,1,1
15,14,437,218,24,68,1,0,1
15,13,369,197,23,61,1,0,1
15,12,481,240,30,68,1,0,1
15,11,265,198,24,66,1,0,1
15,10,584,288,44,83,1,0,1
15,9,457,155,58,34,1,1,1
15,8,366,433,59,106,1,0,1
15,7,464,306,40,140,1,0,1
15,6,246,271,45,117,1,0,1
15,5,526,175,88,48,1,1,1
15,4,338,255,46,131,1,0,1
15,3,384,271,49,114,1,0,1
15,2,493,303,50,150,1,0,1
15,1,633,185,31,38,1,1,1
16,20,397,201,20,68,1,0,1
16,18,20,173,86,44,1,1,1
16,16,564,283,31,77,1,0,1
16,15,410,159,55,30,1,1,1
16,14,437,218,24,69,1,0,1
16,13,369,197,23,61,1,0,1
16,12,480,240,32,67,1,0,1
16,11,265,198,23,65,1,0,1
16,10,584,287,43,84,1,0,1
16,9,457,155,60,35,1,1,1
16,8,370,432,60,107,1,0,1
16,7,465,307,40,139,1,0,1
16,6,246,271,45,117,1,0,1
16,5,531,175,87,48,1,1,1
16,4,338,255,48,132,1,0,1
16,3,384,269,48,115,1,0,1
16,2,493,303,50,150,1,0,1
16,1,635,188,25,40,1,1,1
17,20,397,200,21,69,1,0,1
17,18,18,174,89,44,1,1,1
17,16,564,283,32,77,1,0,1
17,15,411,160,56,29,1,1,1
17,14,437,219,24,68,1,0,1
17,13,369,196,23,62,1,0,1
17,12,481,241,31,67,1,0,1
17,11,265,198,22,65,1,0,1
17,10,584,287,43,84,1,0,1
17,9,457,156,60,34,1,1,1
17,8,373,432,60,107,1,0,1
17,7,465,307,40,139,1,0,1
17,6,246,271,45,117,1,0,1
17,5,529,175,90,49,1,1,1
17,4,338,255,48,131,1,0,1
17,3,384,268,47,115,1,0,1
17,2,493,303,50,150,1,0,1
18,20,398,200,20,69,1,0,1
18,18,23,173,84,45,1,1,1
18,16,564,283,31,78,1,0,1
18,15,411,160,57,29,1,1,1
18,14,437,219,24,68,1,0,1
18,13,370,196,23,62,1,0,1
18,12,481,241,31,67,1,0,1
18,11,265,197,22,66,1,0,1
18,10,584,286,43,84,1,0,1
18,9,456,156,62,34,1,1,1
