0,-1,913,162,11,27,1,-1,-1,-1
0,-1,0,242,21,47,1,-1,-1,-1
0,-1,396,201,19,70,1,-1,-1,-1
0,-1,466,236,20,72,1,-1,-1,-1
0,-1,29,182,73,30,1,-1,-1,-1
0,-1,581,264,27,44,1,-1,-1,-1
0,-1,563,284,32,76,1,-1,-1,-1
0,-1,402,157,38,25,1,-1,-1,-1
0,-1,436,218,23,68,1,-1,-1,-1
0,-1,367,196,23,63,1,-1,-1,-1
0,-1,480,240,30,68,1,-1,-1,-1
0,-1,268,200,23,68,1,-1,-1,-1
0,-1,583,290,43,80,1,-1,-1,-1
0,-1,452,155,54,31,1,-1,-1,-1
0,-1,333,429,57,110,1,-1,-1,-1
0,-1,464,307,39,140,1,-1,-1,-1
0,-1,245,270,45,119,1,-1,-1,-1
0,-1,507,172,80,45,1,-1,-1,-1
0,-1,337,265,51,137,1,-1,-1,-1
0,-1,382,282,66,128,1,-1,-1,-1
0,-1,492,303,50,149,1,-1,-1,-1
0,-1,610,181,84,44,1,-1,-1,-1
1,-1,396,200,19,71,1,-1,-1,-1
1,-1,466,236,19,72,1,-1,-1,-1
1,-1,562,284,30,75,1,-1,-1,-1
1,-1,405,157,36,22,1,-1,-1,-1
1,-1,436,218,24,68,1,-1,-1,-1
1,-1,367,196,24,63,1,-1,-1,-1
1,-1,480,240,30,68,1,-1,-1,-1
1,-1,267,200,24,68,1,-1,-1,-1
1,-1,582,290,44,80,1,-1,-1,-1
1,-1,452,155,56,32,1,-1,-1,-1
1,-1,337,430,54,109,1,-1,-1,-1
1,-1,464,307,39,140,1,-1,-1,-1
1,-1,245,270,44,119,1,-1,-1,-1
1,-1,508,172,81,45,1,-1,-1,-1
1,-1,337,264,51,138,1,-1,-1,-1
1,-1,382,282,66,123,1,-1,-1,-1
1,-1,492,303,50,149,1,-1,-1,-1
1,-1,612,181,82,45,1,-1,-1,-1
2,-1,396,201,20,70,1,-1,-1,-1
2,-1,563,284,30,75,1,-1,-1,-1
2,-1,405,157,37,24,1,-1,-1,-1
2,-1,436,217,24,69,1,-1,-1,-1
2,-1,367,196,24,63,1,-1,-1,-1
2,-1,481,240,29,68,1,-1,-1,-1
2,-1,267,200,24,68,1,-1,-1,-1
2,-1,582,290,45,80,1,-1,-1,-1
2,-1,453,155,56,32,1,-1,-1,-1
2,-1,339,431,54,107,1,-1,-1,-1
2,-1,464,308,38,138,1,-1,-1,-1
2,-1,245,270,45,118,1,-1,-1,-1
2,-1,509,172,81,46,1,-1,-1,-1
2,-1,337,264,50,138,1,-1,-1,-1
2,-1,382,280,67,122,1,-1,-1,-1
2,-1,492,303,50,149,1,-1,-1,-1
2,-1,613,182,78,44,1,-1,-1,-1
3,-1,396,201,20,70,1,-1,-1,-1
3,-1,563,284,33,76,1,-1,-1,-1
3,-1,405,157,37,31,1,-1,-1,-1
3,-1,436,217,24,69,1,-1,-1,-1
3,-1,367,196,24,63,1,-1,-1,-1
3,-1,481,240,29,68,1,-1,-1,-1
3,-1,267,200,24,67,1,-1,-1,-1
3,-1,583,290,44,80,1,-1,-1,-1
3,-1,453,155,56,33,1,-1,-1,-1
3,-1,340,431,55,107,1,-1,-1,-1
3,-1,464,308,38,138,1,-1,-1,-1
3,-1,245,270,45,119,1,-1,-1,-1
3,-1,511,173,81,45,1,-1,-1,-1
3,-1,337,264,49,138,1,-1,-1,-1
3,-1,380,279,62,120,1,-1,-1,-1
3,-1,492,303,50,149,1,-1,-1,-1
3,-1,614,182,76,44,1,-1,-1,-1
4,-1,563,285,34,75,1,-1,-1,-1
