0,7,757,272,11,15,1,2,1
0,6,346,315,20,14,1,2,1
0,5,634,259,15,13,1,2,1
0,4,597,273,21,15,1,2,1
0,3,710,274,20,20,1,2,1
0,2,570,287,23,29,1,2,1
0,1,687,288,25,26,1,2,1
1,7,757,272,11,15,1,2,1
1,6,346,315,20,14,1,2,1
1,5,633,259,16,13,1,2,1
1,4,597,273,20,16,1,2,1
1,3,710,274,20,19,1,2,1
1,2,569,288,25,28,1,2,1
1,1,687,287,24,27,1,2,1
2,8,589,299,19,17,1,2,1
2,7,756,271,12,16,1,2,1
2,6,346,315,20,14,1,2,1
2,5,633,259,15,13,1,2,1
2,4,597,274,20,15,1,2,1
2,3,710,274,19,19,1,2,1
2,2,566,287,24,29,1,2,1
2,1,686,287,25,27,1,2,1
3,7,756,271,12,16,1,2,1
3,6,346,315,20,14,1,2,1
3,5,633,259,16,14,1,2,1
3,4,597,274,20,15,1,2,1
3,3,710,273,19,20,1,2,1
3,2,567,288,26,30,1,2,1
3,1,686,287,24,26,1,2,1
4,7,756,272,12,15,1,2,1
4,6,346,315,20,14,1,2,1
4,5,632,259,17,14,1,2,1
4,4,595,274,19,15,1,2,1
4,3,710,273,19,20,1,2,1
4,2,565,288,27,31,1,2,1
4,1,685,286,25,26,1,2,1
5,7,756,272,12,15,1,2,1
5,6,346,315,20,14,1,2,1
5,5,632,259,18,14,1,2,1
5,4,596,274,18,15,1,2,1
5,3,709,272,20,21,1,2,1
5,2,563,290,26,29,1,2,1
5,1,685,286,24,26,1,2,1
6,9,1000,617,178,101,1,2,1
6,7,756,271,12,16,1,2,1
6,6,346,315,20,13,1,2,1
6,5,632,259,18,14,1,2,1
6,4,595,274,18,16,1,2,1
6,3,710,273,19,19,1,2,1
6,2,562,294,25,26,1,2,1
6,1,685,286,24,26,1,2,1
7,9,983,598,169,118,1,2,1
7,7,756,271,12,16,1,2,1
7,6,346,315,20,13,1,2,1
7,5,632,258,18,16,1,2,1
7,4,596,274,17,15,1,2,1
7,3,709,273,20,19,1,2,1
7,2,561,293,26,27,1,2,1
7,1,685,285,23,26,1,2,1
8,9,968,582,158,116,1,2,1
8,7,756,271,12,16,1,2,1
8,6,346,315,20,13,1,2,1
8,5,632,258,18,16,1,2,1
8,4,595,275,17,14,1,2,1
8,3,709,272,20,20,1,2,1
8,2,560,293,27,28,1,2,1
8,1,685,283,24,28,1,2,1
9,9,955,567,149,107,1,2,1
9,7,756,271,11,16,1,2,1
9,6,346,315,20,13,1,2,1
9,5,631,257,20,17,1,2,1
9,4,595,275,17,14,1,2,1
9,3,708,272,21,19,1,2,1
9,2,560,294,26,27,1,2,1
9,1,685,284,23,26,1,2,1
10,9,942,554,142,105,1,2,1
10,7,756,271,11,16,1,2,1
10,6,346,314,20,15,1,2,1
10,5,631,257,20,17,1,2,1
10,4,594,274,17,15,1,2,1
10,3,705,268,21,21,1,2,1
10,2,558,297,27,28,1,2,1
10,1,684,283,24,26,1,2,1
11,10,564,286,22,16,1,2,1
11,9,932,540,133,99,1,2,1
11,7,756,271,11,16,1,2,1
11,6,346,315,20,13,1,2,1
11,5,631,257,21,17,1,2,1
11,4,594,274,17,15,1,2,1
11,3,705,268,21,21,1,2,1
11,2,556,298,27,28,1,2,1
11,1,684,283,23,25,1,2,1
12,9,921,529,126,94,1,2,1
12,7,756,271,11,16,1,2,1
12,6,346,315,20,13,1,2,1
12,5,631,258,20,16,1,2,1
12,4,593,274,17,15,1,2,1
12,3,705,269,21,20,1,2,1
12,2,555,297,29,31,1,2,1
12,1,684,284,23,24,1,2,1
13,9,914,519,115,86,1,2,1
13,7,756,271,11,16,1,2,1
13,6,346,315,20,14,1,2,1
13,5,629,259,20,14,1,2,1
13,4,593,274,17,15,1,2,1
13,3,705,268,21,20,1,2,1
13,2,554,297,29,31,1,2,1
13,1,684,284,23,23,1,2,1
14,9,903,506,113,85,1,2,1
14,7,755,271,12,16,1,2,1
14,6,346,314,20,15,1,2,1
14,5,629,260,21,13,1,2,1
14,4,593,275,16,14,1,2,1
14,3,705,268,21,20,1,2,1
14,2,554,299,27,30,1,2,1
14,1,683,282,23,24,1,2,1
15,9,894,499,111,84,1,2,1
15,7,756,271,12,16,1,2,1
15,5,630,259,23,16,1,2,1
15,4,592,275,17,15,1,2,1
15,3,705,268,22,20,1,2,1
15,2,552,299,28,31,1,2,1
15,1,683,283,23,22,1,2,1
16,9,887,488,102,81,1,2,1
16,7,755,271,13,16,1,2,1
16,5,629,260,21,14,1,2,1
16,4,592,274,17,16,1,2,1
16,3,705,268,22,20,1,2,1
16,2,550,300,29,30,1,2,1
16,1,683,283,23,21,1,2,1
17,9,880,474,99,87,1,2,1
17,7,755,271,13,16,1,2,1
17,5,628,260,21,14,1,2,1
17,4,591,274,17,17,1,2,1
17,3,705,268,20,19,1,2,1
17,2,550,302,27,30,1,2,1
17,1,683,283,22,20,1,2,1
18,9,871,474,96,74,1,2,1
18,7,755,271,13,16,1,2,1
18,5,629,260,19,14,1,2,1
18,4,591,275,16,15,1,2,1
18,3,705,268,20,19,1,2,1
18,2,547,304,29,28,1,2,1
18,1,683,283,22,19,1,2,1
19,10,560,294,23,13,1,2,1
19,9,864,467,95,74,1,2,1
19,7,756,271,11,17,1,2,1
19,5,629,261,18,13,1,2,1
19,4,590,276,16,15,1,2,1
